"",,January 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"52,559","48,992","3,567",6.8
2,"52,777","50,696","2,081",3.9
3,"46,549","44,824","1,725",3.7
4,"42,008","37,402","4,606",11.0
5,"38,806","32,758","6,048",15.6
6,"47,956","44,374","3,582",7.5
7,"32,768","26,231","6,537",19.9
8,"27,116","20,687","6,429",23.7
"",,February 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"52,745","49,271","3,474",6.6
2,"53,012","50,985","2,027",3.8
3,"46,759","45,079","1,680",3.6
4,"42,101","37,615","4,486",10.7
5,"38,835","32,945","5,890",15.2
6,"48,115","44,627","3,488",7.2
7,"32,747","26,380","6,367",19.4
8,"27,066","20,805","6,261",23.1
"",,March 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"52,987","49,621","3,366",6.4
2,"53,310","51,347","1,963",3.7
3,"47,027","45,400","1,627",3.5
4,"42,229","37,883","4,346",10.3
5,"38,885","33,179","5,706",14.7
6,"48,323","44,944","3,379",7.0
7,"32,736","26,568","6,168",18.8
8,"27,018","20,953","6,065",22.4
"",,April 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"53,435","50,347","3,088",5.8
2,"53,901","52,099","1,802",3.3
3,"47,557","46,064","1,493",3.1
4,"42,425","38,437","3,988",9.4
5,"38,901","33,665","5,236",13.5
6,"48,703","45,602","3,101",6.4
7,"32,617","26,957","5,660",17.4
8,"26,826","21,260","5,566",20.7
"",,May 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"53,739","50,551","3,188",5.9
2,"54,169","52,309","1,860",3.4
3,"47,791","46,250","1,541",3.2
4,"42,710","38,593","4,117",9.6
5,"39,207","33,801","5,406",13.8
6,"48,987","45,786","3,201",6.5
7,"32,909","27,066","5,843",17.8
8,"27,092","21,346","5,746",21.2
"",,June 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"54,575","51,109","3,466",6.4
2,"54,909","52,887","2,022",3.7
3,"48,437","46,761","1,676",3.5
4,"43,495","39,019","4,476",10.3
5,"40,051","34,174","5,877",14.7
6,"49,772","46,292","3,480",7.0
7,"33,716","27,364","6,352",18.8
8,"27,828","21,581","6,247",22.4
"",,July 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"55,127","51,656 3,471",,6.3
2,"55,478","53,453 2,025",,3.7
3,"48,939","47,261 1,678",,3.4
4,"43,918","39,436 4,482",,10.2
5,"40,424","34,539 5,885",,14.6
6,"50,272","46,787 3,485",,6.9
7,"34,018","27,657 6,361",,18.7
8,"28,067","21,812 6,255",,22.3
"",,August 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"53,569","50,224 3,345",,6.2
2,"53,923","51,972 1,951",,3.6
3,"47,569","45,952 1,617",,3.4
4,"42,662","38,343 4,319",,10.1
5,"39,253","33,582 5,671",,14.4
6,"48,850","45,491 3,359",,6.9
7,"33,021","26,891 6,130",,18.6
8,"27,236","21,208 6,028",,22.1
"",,September 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"53,378","50,045 3,333",,6.2
2,"53,730","51,786 1,944",,3.6
3,"47,399","45,788 1,611",,3.4
4,"42,510","38,207 4,303",,10.1
5,"39,112","33,462 5,650",,14.4
6,"48,674","45,328 3,346",,6.9
7,"32,902","26,795 6,107",,18.6
8,"27,138","21,132 6,006",,22.1
"",,October 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"53,501","50,162","3,339",6.2
2,"53,855","51,907","1,948",3.6
3,"47,509","45,895","1,614",3.4
4,"42,608","38,296","4,312",10.1
5,"39,202","33,541","5,661",14.4
6,"48,788","45,435","3,353",6.9
7,"32,977","26,858","6,119",18.6
8,"27,200","21,182","6,018",22.1
"",,November 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"53,573","50,209","3,364",6.3
2,"53,917","51,955","1,962",3.6
3,"47,563","45,937","1,626",3.4
4,"42,675","38,331","4,344",10.2
5,"39,276","33,572","5,704",14.5
6,"48,854","45,476","3,378",6.9
7,"33,047","26,882","6,165",18.7
8,"27,264","21,201","6,063",22.2
"",,December 2010,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"53,515","50,208","3,307",6.2
2,"53,883","51,954","1,929",3.6
3,"47,535","45,936","1,599",3.4
4,"42,601","38,331","4,270",10.0
5,"39,178","33,571","5,607",14.3
6,"48,796","45,476","3,320",6.8
7,"32,942","26,882","6,060",18.4
8,"27,161","21,201","5,960",21.9
